asset_clas,asset_cd,location_d,steward,maintained,maint_info,life_cycle,asset_type,style
2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,MAH455,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",DNC100,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
AGOL -ACR 2,ALT701,,CALGARY PARKS,CALGARY PARKS,AGOL PROJECT - INSTALL DATE MAY BE INCORRECT,ACTIVE,FIRE PIT,NOT APPLICABLE
"",KIL874,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",HIL679,,CALGARY PARKS SHARED,DEVELOPER AGREEMENT,,INSTALLED,ELECTRIC PLUG IN,POWER PEDESTAL
2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,MAH455,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",DNC130,,CALGARY PARKS,DEVELOPER CONSTRUCTION,"2022/06/27: AS PER A KING, SENIOR PROJECT MANAGER, FAC SCHEDULED TO BE ISSUED AFTER 2023-03-09",INSTALLED,ELECTRIC PLUG IN,NOT APPLICABLE
"",BLN016,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
2015/09/24: SPATIAL AS PER 2012 LAYOUT PLAN,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",SET017,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
PM IS J THOMPSON; TO BE FACD 2022/09/23,MOP775,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,BIKE STAND,NOT APPLICABLE
AGOL - ACR 2,EVN252,,CALGARY PARKS,CALGARY PARKS,AGOL PROJECT - INSTALL DATE MAY BE INCORRECT,ACTIVE,BIKE STAND,UPRIGHT
"",BLM004,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",MCT800,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",GPK701,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,BIKE STAND,UPRIGHT
"",ARB305,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",SET013,,CALGARY PARKS,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/12/01 - SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,20 AMP
"",BLN007,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",SIG725,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FLAG POLE,NOT APPLICABLE
2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,MAH455,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
ACR 3,WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",MCT799,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,FLAG POLE,NOT APPLICABLE
"",GAG558,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2024/12/10-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,FLAG POLE,NOT APPLICABLE
"",12B001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",ALT702,,CALGARY PARKS,CALGARY PARKS,"BOULDERS USED BY DOGS FOR AGILITY; MOVED FROM WALL BUILD IN SANDY BEACH, WHERE THERE DESIGN WAS FOR DOG TRAINING",ACTIVE,DOG EQUIPMENT,NOT APPLICABLE
"",CIT967,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
LIGHT RECEPTACLES 20 AMP RECEPTACLES COMPLETE WITH IN USE COVER (MOUNTED TO 4X4 TREATED POSTS),HSN003,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/06/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,INSTALLED,ELECTRIC PLUG IN,NOT APPLICABLE
"",PIN027,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",AUB008,,CALGARY PARKS,CALGARY PARKS,DOG-AND PIT,ACTIVE,DOG EQUIPMENT,NOT APPLICABLE
DOG PLAY SPACE EQUIPMENT,CUR005,,CALGARY PARKS,DEVELOPER CONSTRUCTION,DOG-WEAVE POSTS,INSTALLED,DOG EQUIPMENT,NOT APPLICABLE
"",PKD503,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
ACR 3,WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",FAI202,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2026/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,LITTLE LIBRARY,NOT APPLICABLE
2018/01/22: PRAIRIE WINDS PARK REDEVELOPMENT; PROJECT MANAGER M WONG,WES099,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
2021/03/31: AS PER J ROZEMA-STINSON THIS IS A TI PROJECT; DATES ARE FROM TCA TRACKER HEADER PORTION IN EMAIL SEE R:\Subdivision_Development\TI PROJECTS\ST1\ST1938,ST1938,,CALGARY PARKS,CALGARY PARKS,BIRDHOUSE - SWALLOWS,ACTIVE,BIRDHOUSE,NOT APPLICABLE
"",SIG744,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,BIKE STAND,UPRIGHT
"",BRD774,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
2017/12/18: USED SAME DATA AS ON SEATING,ALT701,,CALGARY PARKS,CALGARY PARKS,120 V OUTLET ON ONE POLE,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
2015/09/24: SPATIAL AS PER 2012 LAYOUT PLAN,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",WHL472,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",RSN014,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",MCT831,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",GRI000,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",SKR001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",RSN014,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,MAH455,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",SOW224,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",GAW632,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",PKH200,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",WES099,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",12B001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
2022/03/01: NO DAS OR PICTOMETRY AT TIME OF CAPTURE; MAY NEED TO BE REALIGNED,GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BINOCULAR OR VIEWER,NOT APPLICABLE
"",SOW224,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
IGNORE ERROR,LIV016,,CALGARY PARKS,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2029/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",BRD771,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",MCT834,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",DNC130,,CALGARY PARKS,DEVELOPER CONSTRUCTION,"2022/06/27: AS PER A KING, SENIOR PROJECT MANAGER, FAC SCHEDULED TO BE ISSUED AFTER 2023-03-09",INSTALLED,BIKE STAND,UPRIGHT
"",SOW224,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",SIG725,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",DNW234,701 11 ST SW,OUTSIDE AGENCY,OUTSIDE AGENCY,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",LEG100,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2023/10/30-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
INSTALL DATE UNKNOWN,NEB841,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/03/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",QPK065,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",DNW134,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
2015_ACR 3; 2016/12/13: SENT EMAIL TO INFRASTRUCTURE TO VERIFY OWNERSHIP,DNE200,,CALGARY PARKS SHARED,LEASE HOLDER,"2017/02/09: LEASE HOLDER = FORT CALGARY SEE REPOSITORY FOR MORE INFO R:\AGREEMENTS\LEASEorLICENSE_OF_OCCUPATION\DNE\FORT_CALGARY&DEAN_HOUSE; CONTACT K FORSTER, CIVIC PARTNER CONSULTANT, CIVIC PARTNERS, COMMUNITY SERVICES",ACTIVE,BIKE STAND,UPRIGHT
"",CRE876,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2023/02/20-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,OTHER EQUIPMENT,ART GALLERY
"",RSN017,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",MCT835,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,FLAG POLE,NOT APPLICABLE
"",CRA074,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",EAU121,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",MCT775,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",BLN016,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",CIT967,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",BLN007,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",RIC700,RICHMOND GREEN DEPOT,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",RIV840,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,MAH455,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",FLN605,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,BIKE STAND,UPRIGHT
"",DAL095,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",PAN060,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/12/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",SAD004,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,BIKE STAND,NOT APPLICABLE
"",RIV840,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
ACR 3,DNC102,,CALGARY ROADS,CALGARY ROADS,,ACTIVE,BIKE STAND,UPRIGHT
"",PKD503,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",09Q787,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",NEB846,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2026/01/21-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,BIRDHOUSE,NOT APPLICABLE
2020/12/21: USED SAME DATES AND ACQUISITION METHOD AS BARRIER A-50897207,GPK701,,CALGARY PARKS,CALGARY PARKS,2016/10/18: STEWARDSHIP AND MAINTAIN BY CHANGED FROM RECREATION TO PARKS,ACTIVE,BIKE STAND,UPRIGHT
"",RSN014,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",BLN004,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,MAH455,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",RIC700,RICHMOND GREEN DEPOT,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",EVN275,,CALGARY PARKS SHARED,LEASE HOLDER,,INSTALLED,FIRE PIT,NOT APPLICABLE
PM IS J THOMPSON; TO BE FACD 2022/09/23,MOP775,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,BIKE STAND,NOT APPLICABLE
ACR 3,PKH200,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",ARB965,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",QPK065,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",LIV009,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",WIL154,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,BIKE STAND,UPRIGHT
"",WHL472,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",CAR003,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,INSTALLED,ELECTRIC PLUG IN,NOT APPLICABLE
"",RYV001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",EAU120,,CALGARY PARKS,CALGARY PARKS,GREATER PRINCE'S ISLAND PARK,ACTIVE,FLAG POLE,NOT APPLICABLE
2015/09/24: SPATIAL AS PER 2012 LAYOUT PLAN,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",SDC033,,CALGARY PARKS SHARED,LEASE HOLDER,FLUOR DANIEL LEASE;99 YEAR LEASE;THEY MAINTAIN EVERYTHING INCUDING PATHWAY,ACTIVE,BIKE STAND,UPRIGHT
AGOL -ACR 2,ALT701,,CALGARY PARKS,CALGARY PARKS,AGOL PROJECT - INSTALL DATE MAY BE INCORRECT,ACTIVE,BBQ,NOT APPLICABLE
"",ERL246,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",GAG563,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2024/12/10-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,FLAG POLE,NOT APPLICABLE
"",SHG920,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",ALT701,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",LEG001,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2021/10/26-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",PAN060,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/12/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",EAU121,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",EVE954,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2026/11/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,LITTLE LIBRARY,NOT APPLICABLE
"",RSN014,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",DNE678,RIVERFRONT LN SE,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",BLN007,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
XX ACR 2,CED154,,CALGARY PARKS,CALGARY PARKS,OAA EXPIRED 2018/10/29-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
FL ACR 2,ING999,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"2021/07/05: AS PER MJ KENNY, THIS IS A JOINT COC & PARKS FOUNDATION PROJECT; ANDREW KING IS PM; 1/20/2022: PARKS FOUNDATION HAS NO MAINT RESPONSIBILITIES",BRD899,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,OTHER EQUIPMENT,NOT APPLICABLE
"",GAW632,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",12B001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
2022/02/07: AS PER R MAY FAC REJECTED IN 2021,GPK704,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,BBQ,NOT APPLICABLE
"",UND001,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,BIKE STAND,NOT APPLICABLE
ACR 2,EAU120,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",ALP002,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,BBQ,NOT APPLICABLE
2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,MAH455,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",HAW016,,CALGARY PARKS SHARED,LEASE HOLDER,MOVEABLE WOOD BURNING FIRE PIT,ACTIVE,FIRE PIT,NOT APPLICABLE
"",RIC700,RICHMOND GREEN DEPOT,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",SDC033,,CALGARY PARKS SHARED,LEASE HOLDER,FLUOR DANIEL LEASE;99 YEAR LEASE;THEY MAINTAIN EVERYTHING INCUDING PATHWAY,ACTIVE,BIKE STAND,UPRIGHT
"",SET017,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2026/12/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",MCT800,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",PEN578,,OUTSIDE AGENCY,OUTSIDE AGENCY,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",GPK056,,CALGARY PARKS,CALGARY PARKS,ELECTRICAL PANEL,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"2019/03/14:  SENT EMAIL TO M REID, WHO PUT ME ON TO A KING TO GET PLANS & CCC/FAC DOCS.  INSTALL & ACTIVE DATES USED ARE NOT OFFICIAL, USED THE ORTHO TO DETERMINE",BOW220,,CALGARY PARKS,CALGARY PARKS,AGOL PROJECT - INSTALL DATE MAY BE INCORRECT,ACTIVE,BBQ,NOT APPLICABLE
"",MCT834,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
2021/03/31: AS PER J ROZEMA-STINSON THIS IS A TI PROJECT; DATES ARE FROM TCA TRACKER HEADER PORTION IN EMAIL SEE R:\Subdivision_Development\TI PROJECTS\ST1\ST1938,ST1938,,CALGARY PARKS,CALGARY PARKS,BIRDHOUSE - SWALLOWS,ACTIVE,BIRDHOUSE,NOT APPLICABLE
acr 3,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",DRG544,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,LITTLE LIBRARY,NOT APPLICABLE
"",CAP321,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2026/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS/Capitol Hill,ACTIVE,COMMUNITY PANTRY,NOT APPLICABLE
"",DOV030,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",EAU131,,OUTSIDE AGENCY,OUTSIDE AGENCY,2017/09/13: AS PER N CRISP THESE ARE PRIVATELY MAINTAINED,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",MOP671,,CALGARY PARKS,CALGARY PARKS,2017/07/05: SEE REPOSITORY FOR FLAG CIRCLE ORDER; R:\Grounds\Procedures\MOP671\FLAG_CIRCLE_ORDER,ACTIVE,FLAG POLE,NOT APPLICABLE
"",MCT800,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",SNA868,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",GPK701,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",EAU131,,OUTSIDE AGENCY,OUTSIDE AGENCY,2017/09/13: AS PER N CRISP THESE ARE PRIVATELY MAINTAINED,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
